id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
29,1,8,512,1,1,512,1,1024,16,0.24159037495476016,64,256,512,RS,8,True,True,True,128,1,False,1,18,18,128,1,35,1024,1,6,0.24609074285714283,1,False,0.013584196329017997,True,0.2505911107595255
30,8,1,64,8,64,64,16,512,17,0.25530459618363427,16,64,1,RS,1,True,True,True,2048,256,True,21,19,1,1024,8,35,1024,26,1,0.26179579999999997,8,True,0.019593461904858542,True,0.26828700381636567
31,32,1,512,1,1,512,64,1024,1,0.2541353790936938,16,64,64,RS,8,False,False,False,2048,1024,True,23,17,1,2048,1,35,1024,21,27,0.2577052,1,True,0.010775374169970027,True,0.2612750209063062
32,1,1,1,32,32,512,1,512,10,0.26167922246852654,16,32,1,RS,8,False,False,True,128,256,False,8,16,1,128,1,35,1024,1,27,0.26633997142857146,8,False,0.01406830070048205,True,0.2710007203886164
33,32,1,64,1,128,512,16,2048,1,0.19508790292452066,256,1,256,RS,1,True,False,True,512,1,True,1,26,15,2048,8,35,128,24,11,0.19759545714285714,1,False,0.007568960926395785,True,0.20010301136119363
34,32,1,2048,1,32,16,512,1024,9,inf,32,16,256,RS,1,False,True,True,256,1024,True,25,19,1,64,8,1,1,2,1,inf,1,True,inf,False,inf
35,8,8,1,1,128,64,512,1,16,0.3211108584932152,32,16,1,RS,1,True,False,True,128,256,False,17,26,1,1,32,35,2048,1,11,0.3251208,1,True,0.01210386214584891,True,0.3291307415067848
36,1,8,512,1,1,1,32,64,22,0.2187271292288221,64,16,64,RS,1,False,False,True,512,1,False,22,23,1,1024,32,35,256,1,12,0.2236436,1,False,0.014840187658035676,True,0.2285600707711779
37,1,1,128,8,512,32,32,128,8,0.13358642299153223,256,32,64,RS,1,True,False,False,256,512,False,4,1,19,2048,8,35,512,11,1,0.13593417142857142,8,True,0.007086593005651949,True,0.13828191986561061
38,1,8,256,8,128,128,32,1024,26,0.3710511084745282,256,1,32,RS,32,False,True,True,256,2048,True,26,17,1,2048,1,35,1,1,19,0.37574777142857135,1,True,0.01417670578113611,True,0.3804444343826145
39,8,8,128,1,32,128,1,512,19,0.2870559795562622,256,1,32,RS,8,False,False,False,1024,256,True,1,13,10,128,8,35,256,15,1,0.2902426571428571,1,False,0.00961887003741784,True,0.29342933472945193
40,1,1,1,8,16,128,64,256,18,0.20033519444854447,16,32,256,RS,1,False,True,True,64,2048,True,16,1,3,128,1,35,2048,17,1,0.20565074285714285,32,False,0.016044788947270353,True,0.21096629126574123
41,1,32,1024,1,64,16,64,1024,20,0.17170746772421552,32,256,32,RS,32,True,True,False,512,128,True,6,1,25,2048,1,35,1,1,28,0.17397391428571432,1,False,0.00684118626042267,True,0.17624036084721312
42,1,8,1,1,64,128,1,256,1,0.15836778601271898,128,64,1,RS,8,True,False,False,512,128,False,11,1,23,2048,1,35,1024,11,24,0.1616545428571429,8,False,0.009920955626041148,True,0.16494129970156682
43,1,8,2048,8,256,512,512,2048,30,0.26262878938330325,1,512,32,RS,1,False,True,False,2048,64,False,8,1,18,2048,8,35,512,13,1,0.26654285714285714,1,True,0.011814470737538914,True,0.270456924902411
44,1,8,256,8,64,256,16,1024,18,0.32067354137014614,16,32,128,RS,8,True,True,True,128,512,True,26,1,28,128,1,35,1,22,1,0.3448621714285714,1,False,0.07301249737153057,True,0.36905080148699665
45,8,1,512,1,512,128,64,1024,7,0.16074437331653949,32,128,32,RS,8,True,True,True,2048,1024,False,29,1,10,512,1,35,64,23,1,0.16547445714285713,8,True,0.014277585464822341,True,0.17020454096917478
46,1,1,128,1,16,16,256,2048,14,0.0981534129113461,64,16,512,RS,1,True,False,True,512,1024,False,7,1,26,1,8,35,2048,19,1,0.10098463428571429,8,False,0.008545938428715476,True,0.10381585566008247
47,1,8,2048,8,1,1,1,2048,17,0.2732768920051751,32,512,256,RS,1,False,False,True,1024,1024,False,10,1,19,128,8,35,1024,1,25,0.27738551428571423,1,False,0.012401726461312733,True,0.2814941365662534
48,8,1,1024,1,32,64,16,256,16,0.19382528477140037,64,512,64,RS,32,False,False,False,2048,1024,False,1,26,8,128,1,35,128,28,1,0.1973729142857143,1,False,0.010708390262837104,True,0.20092054380002822
49,1,1,1024,32,256,32,16,1024,21,0.3074756129930709,32,256,512,RS,1,False,True,True,256,2048,False,20,1,13,1,1,35,1,1,26,0.3164511714285714,32,True,0.027092395687441484,True,0.32542672986407184
50,1,8,1024,8,64,1,128,512,1,0.27369863216902,32,64,512,RS,1,True,True,True,2048,2048,False,1,29,27,64,1,35,128,19,5,0.2773896571428571,32,True,0.011141224225994086,True,0.28108068211669424
51,8,1,2048,8,256,64,256,64,2,0.09653138160995815,64,64,128,RS,1,False,True,True,64,512,True,1,4,29,1,1,35,1024,1,4,0.09991892,8,True,0.010225161044733862,True,0.10330645839004184
52,1,1,2048,8,1,16,64,128,1,0.22301957014151536,64,128,32,RS,1,False,False,False,256,256,False,27,1,15,512,8,35,256,28,30,0.22804122857142856,1,True,0.015157692768427551,True,0.23306288700134176
53,1,32,128,1,64,32,128,1024,11,0.12362713438127544,32,16,32,RS,1,False,True,False,1,2048,True,28,1,15,512,32,35,256,1,10,0.12694557142857146,1,True,0.010016581162640032,True,0.1302640084758675
54,1,1,512,1,32,32,128,512,22,0.15069574486259285,128,128,128,RS,8,False,False,True,2048,128,False,25,1,13,2048,1,35,512,1,4,0.1529796857142857,8,True,0.00689399213713932,True,0.15526362656597853
55,1,32,2048,1,32,256,32,1,11,0.3876556375783075,512,128,16,RS,1,True,True,False,1,1024,False,2,19,1,128,32,35,128,1,16,0.39848454285714285,1,True,0.03268665551946487,True,0.4093134481359782
56,8,1,128,1,16,32,64,512,1,0.15011584422306434,16,64,32,RS,1,False,False,True,128,2048,True,1,7,23,128,8,35,512,20,4,0.15457074285714287,1,True,0.013446949001471047,True,0.1590256414912214
57,1,8,512,8,32,128,256,256,14,0.28081949754781127,128,128,1,RS,8,True,True,False,512,2048,True,1,21,17,2048,1,35,1,1,8,0.2851108857142857,8,True,0.012953398620266045,True,0.2894022738807602
58,1,1,512,1,128,256,64,256,15,0.1643922505960836,128,128,1,RS,1,True,False,False,1024,128,True,8,1,16,512,8,35,1,1,15,0.16649365714285713,1,False,0.006343018997034037,True,0.16859506368963068
59,1,1,512,1,16,64,32,64,1,0.16621396177566364,64,256,16,RS,8,False,False,True,64,64,True,17,1,10,128,1,35,1,11,4,0.17117417142857141,8,False,0.014972211876836965,True,0.1761343810814792
60,8,8,1,1,32,64,1,64,13,0.19369439953474918,64,64,256,RS,1,False,True,True,128,1,False,1,13,5,2048,8,35,1024,21,1,0.19731219999999997,8,False,0.010920198718233763,True,0.20093000046525075
61,1,1,1024,32,1,64,16,1,19,0.17063358629017678,16,32,32,RS,1,False,False,True,512,1024,True,12,5,1,512,1,35,1024,3,1,0.17327405714285712,32,True,0.007970164938041863,True,0.17591452799553747
62,8,1,1,8,16,1,1,1,16,0.12167201252025528,64,16,32,RS,1,False,True,False,2048,128,True,1,19,20,1,8,35,128,22,1,0.12479291428571429,8,True,0.009420328120980648,True,0.1279138160511733
63,8,1,512,8,128,32,64,2048,16,0.22317725890314194,512,1,32,RS,1,False,True,False,1,128,False,18,1,11,1024,1,35,2048,1,22,0.22859217142857144,32,False,0.016344715908881403,True,0.23400708395400094
64,32,1,2048,1,16,32,32,2048,17,0.210013968047086,256,256,16,RS,8,True,False,True,1,2048,False,1,10,24,1,8,35,128,14,1,0.21335037142857147,1,True,0.010070811886935474,True,0.21668677481005694
65,1,1,512,8,16,16,256,128,12,0.41214158392463457,16,512,64,RS,1,True,False,False,256,256,False,8,1,11,1024,32,35,1,1,23,0.41537725714285717,1,True,0.00976676156400694,True,0.41861293036107977
66,32,1,2048,1,64,1,32,1,1,0.24257016224191838,128,16,128,RS,32,False,False,False,256,128,False,1,20,25,1,1,35,64,5,4,0.24635340000000003,1,False,0.011419565151090473,True,0.2501366377580817
67,1,1,2048,32,16,32,1,128,22,0.28417023434648186,1,32,16,RS,1,True,False,False,512,128,False,6,1,21,512,1,35,1,1,17,0.2876919142857143,32,True,0.010630062417156971,True,0.2912135942249467
68,1,1,512,32,64,32,1,64,17,0.3852273066226802,32,128,16,RS,32,False,False,False,512,1024,True,12,1,24,64,1,35,256,24,1,0.38990848571428566,1,False,0.0141299683072568,True,0.39458966480589114
69,1,1,128,32,1,64,512,2048,1,0.3508285838687212,64,128,1,RS,1,False,False,False,512,1,False,9,1,19,512,1,35,2048,30,9,0.3557902,8,True,0.014976457280488126,True,0.3607518161312788
70,1,1,512,1,32,1,1,1024,1,0.1728612879827932,64,16,64,RS,8,False,True,True,512,512,False,13,1,20,2048,1,35,512,15,28,0.1767484,8,False,0.011733105812675029,True,0.1806355120172068
71,1,32,1,1,256,128,512,1,10,0.28939722480162333,32,128,1,RS,8,False,False,True,1,256,False,1,14,9,1024,1,35,2048,17,1,0.2927469428571428,8,False,0.010111001744755507,True,0.2960966609126623
72,8,1,128,1,64,512,32,1024,25,0.3190638200635313,128,64,128,RS,32,False,True,False,1,2048,True,18,26,1,512,1,35,2048,3,1,0.3229613428571429,1,False,0.011764530361442656,True,0.3268588656507545
73,1,8,512,1,64,16,256,2048,2,0.2701610039281047,32,128,16,RS,1,False,True,False,2048,128,True,9,8,1,64,8,35,1,26,1,0.2739808285714285,8,True,0.011530001329415644,True,0.27780065321475234
74,32,1,128,1,512,16,256,1,4,0.1780206411216391,128,128,16,RS,1,True,True,False,128,2048,True,20,1,24,1024,1,35,1,1,22,0.18262217142857146,1,False,0.013889551356501691,True,0.18722370173550382
75,1,8,1,8,32,128,32,2048,12,0.3647157554964942,128,16,256,RS,1,False,False,True,2048,2048,True,8,23,1,1,1,35,1,1,7,0.36849177142857137,1,True,0.011397766332765666,True,0.3722677873606485
76,1,32,2048,1,1,32,1,1,30,0.2991437932168699,64,1,64,RS,1,True,False,False,1,2048,False,17,20,1,64,32,35,128,15,1,0.3049212,1,False,0.017438891601081925,True,0.3106986067831301
77,8,1,1,8,256,1,128,1,17,0.12731921616910521,32,32,128,RS,8,True,True,False,2048,1,False,1,8,4,256,1,35,512,3,1,0.13031817142857144,1,True,0.009052237041545393,True,0.13331712668803766
78,1,1,2048,8,256,64,64,2048,1,0.23178970152313508,128,256,256,RS,1,False,True,True,128,1024,False,12,2,1,512,32,35,64,17,9,0.23675617142857144,1,True,0.0149911082207053,True,0.2417226413340078
79,8,1,64,1,32,512,64,1024,10,0.1971738830748808,256,32,512,RS,1,True,True,False,256,1024,False,9,9,1,1,32,35,256,1,7,0.20088422857142854,1,False,0.01119954251893663,True,0.2045945740679763
80,32,1,512,1,1,16,16,64,20,0.14304251841546842,32,32,512,RS,1,True,True,True,512,512,True,16,1,28,256,8,35,1,1,19,0.14537745714285719,8,True,0.007047927364401363,True,0.14771239587024595
81,1,8,128,1,1,256,128,256,27,0.1733747180555901,256,1,32,RS,32,False,False,False,1,64,True,24,1,8,2048,1,35,256,25,1,0.1755241714285714,1,False,0.00648804658907755,True,0.17767362480155272
82,32,1,1,1,16,16,64,1,27,0.12712001383646562,64,128,1,RS,1,True,True,True,64,1,True,1,21,8,1,8,35,64,1,22,0.1299278,8,False,0.008475200099786938,True,0.1327355861635344
83,8,1,128,8,512,16,16,2048,8,0.2591592648149477,64,128,512,RS,1,False,True,True,512,1,False,27,1,30,2048,8,35,512,21,1,0.26366382857142856,8,False,0.013596861361538475,True,0.2681683923279094
84,8,8,128,1,16,64,64,1,1,0.23970185532632257,64,128,16,RS,1,False,True,False,1,128,False,7,21,1,1024,1,35,1024,1,15,0.24301319999999998,32,True,0.009995173091619203,True,0.2463245446736774
85,1,32,1024,1,16,128,64,1,29,0.33200047766653207,128,256,64,RS,8,True,False,True,1024,1024,False,1,23,17,128,1,35,1,25,1,0.3365174,8,True,0.013634165275303279,True,0.341034322333468
86,8,1,1024,1,512,128,256,2048,1,0.21922701870908617,128,32,512,RS,1,True,False,False,1,512,False,1,19,12,1024,32,35,1024,5,4,0.22261865714285714,1,False,0.010237536877150698,True,0.2260102955766281
87,1,1,1,8,128,32,16,128,1,0.2656867137777033,64,64,64,RS,1,True,False,False,256,1,True,25,25,1,128,8,35,2048,16,22,0.27404360000000005,8,False,0.025224956182547248,True,0.2824004862222968
88,1,1,2048,8,16,128,256,1024,25,0.35194661950449185,16,128,64,RS,1,True,True,False,512,512,False,22,1,1,64,1,35,256,12,1,0.3558946285714285,1,True,0.0119169213356128,True,0.35984263763836516
89,1,8,512,8,128,256,16,1024,18,0.24576838334854315,32,256,32,RS,1,False,False,False,1024,64,True,4,1,24,256,1,35,512,14,1,0.25022957142857144,32,True,0.013465933464616157,True,0.2546907595085997
90,32,1,256,1,128,1,16,128,3,0.36681046414528784,256,256,64,RS,1,True,False,True,1,512,False,21,28,1,1024,1,35,256,1,24,0.3726636285714286,32,True,0.017667563282687145,True,0.37851679299756935
91,1,1,1,1,1,32,1,1024,16,0.1345271985089635,32,16,1,RS,8,True,False,False,128,64,False,12,1,3,64,1,35,128,1,16,0.13748302857142855,1,True,0.008922065207709044,True,0.1404388586338936
92,1,1,1024,8,16,32,1,64,24,0.21056469263055974,1,256,512,RS,8,False,False,True,256,512,False,1,13,22,1,8,35,512,25,1,0.21321191428571432,1,True,0.007990541989024732,True,0.2158591359408689
93,1,8,1,8,64,256,32,1,1,0.29728141657319546,32,32,32,RS,1,False,True,True,512,128,True,1,14,16,512,8,35,64,4,29,0.3009112000000001,8,False,0.010956368850516644,True,0.30454098342680475
94,1,8,2048,1,16,256,1,1,17,0.25050156099677534,64,512,16,RS,1,True,False,False,2048,1,True,24,20,1,256,1,35,1,1,13,0.25373877142857143,1,True,0.009771401587097241,True,0.2569759818603675
95,1,1,2048,32,16,128,128,256,1,0.3316766486237612,256,512,32,RS,8,True,True,True,256,1024,True,1,18,27,128,1,35,128,16,5,0.33525191428571427,1,False,0.010791808966252212,True,0.3388271799476673
96,1,8,1,8,32,512,64,512,12,0.24995023639127462,512,128,1,RS,1,False,False,True,2048,1,False,15,19,1,64,1,35,2048,1,29,0.2539832857142857,8,False,0.01217361224609882,True,0.25801633503729676
97,1,1,256,32,64,256,256,2048,27,0.2938708956374524,256,32,64,RS,1,True,False,True,1024,256,False,16,1,28,2048,1,35,2048,8,1,0.2982284571428571,32,True,0.013153140429663519,True,0.30258601864826185
98,32,1,2048,1,32,512,256,512,2,0.21652801398647734,16,1,128,RS,32,True,True,False,2048,256,True,3,11,1,64,1,35,1,27,1,0.21944657142857146,1,True,0.008809559162914904,True,0.2223651288706656
99,8,1,1,1,64,1,32,1024,16,0.10954918170124696,16,256,512,RS,1,False,False,False,2048,512,False,7,1,5,64,1,35,1024,1,10,0.11265874285714285,32,False,0.009386096904747262,True,0.11576830401303874
100,1,8,64,8,16,16,32,2048,7,0.20034795868260477,1,16,16,RS,32,True,True,False,64,512,True,14,1,7,128,1,35,512,28,1,0.20705125714285713,1,True,0.020233661849703908,True,0.2137545556031095
101,1,8,128,8,16,128,64,1024,20,0.2511550464345388,16,64,128,RS,8,False,True,False,64,2048,False,25,1,5,512,1,35,256,1,24,0.2556830571428572,1,False,0.013667635130258548,True,0.26021106785117565
102,8,1,256,8,32,512,1,1,15,0.24923261621899823,16,32,16,RS,1,True,False,False,2048,1,False,15,1,13,64,1,35,2048,27,1,0.25255108571428575,1,True,0.01001667910571856,True,0.2558695552095733
103,1,1,1,8,1,512,128,1024,1,0.338171008571994,128,1,64,RS,8,False,True,False,512,1024,False,4,1,3,1,1,35,128,20,15,0.34003314285714276,1,True,0.005620784404551466,True,0.3418952771422915
104,8,1,1024,8,32,32,16,256,2,0.3625885054901944,512,32,512,RS,32,False,False,False,1,1024,True,28,3,1,2048,1,35,1,16,1,0.3652243714285714,1,False,0.007956265172215683,True,0.3678602373669484
105,1,8,64,1,16,16,64,512,26,0.14793655787374924,1,16,16,RS,1,True,True,False,64,512,True,7,5,1,512,32,35,128,9,1,0.15089837142857143,1,False,0.008940126161096752,True,0.15386018498339363
106,8,1,2048,1,64,32,128,512,1,0.1524922839763925,32,64,1,RS,1,True,False,False,2048,512,True,13,1,24,64,8,35,2048,2,26,0.1544596857142857,1,False,0.0059385303702488,True,0.1564270874521789
107,8,1,2048,1,16,512,1,1,15,0.15767374372974532,512,64,64,RS,8,True,True,True,2048,1,True,21,1,16,256,1,35,256,1,18,0.16022708571428573,8,True,0.007707169628233657,True,0.16278042769882614
108,1,8,1,8,128,16,512,64,20,0.17393086746050038,16,1,32,RS,1,False,False,False,1,1024,True,5,23,1,1024,8,35,512,1,16,0.17628017142857147,1,False,0.007091288319322172,True,0.17862947539664256
109,1,1,1024,8,512,32,64,128,28,0.22515477394521596,64,512,256,RS,1,False,True,False,256,256,False,22,1,1,1,8,35,128,16,1,0.2302697142857143,8,False,0.015439260812378713,True,0.23538465462621264
110,1,1,256,32,256,64,1,128,19,0.13198547319100362,16,64,64,RS,1,True,True,False,1024,2048,True,10,1,14,1024,1,35,1024,1,3,0.13432354285714287,32,False,0.007057377988795461,True,0.13666161252328213
111,32,1,1,1,16,1,128,1,7,0.12412966305451487,64,1,16,RS,1,True,True,True,2048,64,False,15,2,1,128,8,35,128,29,1,0.1278144,1,False,0.011122244041816125,True,0.13149913694548512
112,8,1,1,8,16,32,512,1,1,0.10312728820393159,64,1,256,RS,1,True,True,True,64,1024,True,1,30,19,64,8,35,2048,18,11,0.10684819999999999,1,True,0.011231436508555542,True,0.11056911179606839
113,1,8,256,1,64,32,512,128,1,0.2694569965234462,64,1,128,RS,1,True,True,False,1024,512,False,25,14,1,128,1,35,1,28,18,0.27402505714285713,1,False,0.013788524325773552,True,0.2785931177622681
114,1,8,256,1,1,16,128,1024,1,0.40236974777254764,512,32,1,RS,32,True,False,True,1,1024,False,1,9,23,2048,1,35,256,14,28,0.40539628571428576,1,True,0.009135494361700032,True,0.4084228236560239
115,8,1,128,1,512,16,256,512,1,0.07840586387670442,64,64,1,RS,1,True,True,True,64,256,True,2,2,1,512,8,35,256,10,17,0.08362519142857143,8,True,0.01575434980159668,True,0.08884451898043844
116,1,1,2048,1,512,128,1,2048,1,0.1120800381332568,64,32,256,RS,1,True,False,False,64,512,True,4,1,26,1024,1,35,1024,19,8,0.1141588,32,False,0.00627466685649525,True,0.11623756186674321
117,1,1,256,8,512,16,256,1024,1,0.2374381829814397,128,256,1,RS,1,True,True,True,128,512,False,4,1,29,1024,1,35,256,22,3,0.2403015428571429,1,True,0.008642947322504743,True,0.24316490273284608
118,1,1,2048,8,64,16,256,512,1,0.17140706330549788,128,64,16,RS,8,True,False,False,2048,512,True,6,1,27,128,1,35,512,26,5,0.1735518,8,False,0.00647380946716405,True,0.17569653669450214
119,1,1,512,1,16,128,256,256,1,0.2739397595713951,128,256,128,RS,1,True,True,True,128,512,True,20,15,1,2048,8,35,2048,17,20,0.27792437142857146,8,False,0.01202740552259289,True,0.2819089832857478
120,1,1,64,32,512,128,256,2048,1,0.17374915077681657,16,1,32,RS,8,True,True,True,1,128,False,1,23,7,1,1,35,2048,30,19,0.17605185714285715,1,True,0.0069506351575865,True,0.17835456350889772
121,8,1,64,1,16,1,32,2048,1,0.3245789216678123,1,16,512,RS,8,False,False,True,256,1024,True,15,11,1,256,8,35,128,9,22,0.3287038857142857,1,False,0.012451053485598091,True,0.3328288497607591
122,1,32,1024,1,512,64,16,64,1,0.34242314613385666,32,32,256,RS,1,True,False,True,1024,512,False,20,13,1,2048,8,35,1024,8,15,0.35317125714285713,1,True,0.03244278096353892,True,0.3639193681518576
123,1,32,1024,1,512,256,128,2048,29,0.2680921554694281,64,64,16,RS,1,True,False,True,2048,512,True,7,17,1,1024,1,35,128,6,1,0.27286694285714286,1,False,0.014412521534005188,True,0.2776417302448576
124,1,1,512,8,512,128,512,2048,6,0.4434191352298553,1,32,256,RS,32,False,False,False,1024,512,True,27,9,1,2048,1,35,1,11,1,0.4533057428571428,1,True,0.029842364435568872,True,0.4631923504844303
125,1,1,1,1,256,256,128,256,9,0.3780345029033188,512,256,256,RS,1,False,False,False,512,1024,True,24,29,1,1,1,35,1,26,1,0.38471474285714286,8,True,0.02016406058928021,True,0.3913949828109669
126,1,1,1024,8,256,128,64,128,10,0.13448507291963724,1,512,16,RS,1,True,False,True,512,512,True,1,8,1,2048,1,35,128,19,1,0.1367351142857143,32,False,0.006791667776543457,True,0.13898515565179137
127,8,1,256,8,64,16,512,1,7,0.22515483514533652,128,64,32,RS,32,False,False,False,128,64,True,7,1,4,1024,1,35,2048,1,29,0.22865694285714286,1,True,0.01057098436271356,True,0.2321590505689492
128,1,1,1024,32,64,256,1,1024,1,0.24444573002829584,1,1,32,RS,8,False,True,True,2048,1,True,1,2,11,512,1,35,2048,5,9,0.2482205142857143,8,False,0.011394048567742792,True,0.25199529854313274
129,1,32,64,1,32,64,1,1,1,0.33321852854724815,128,1,64,RS,1,False,True,False,2048,256,False,1,24,9,1024,1,35,512,25,28,0.3398025714285714,32,False,0.01987369323543882,True,0.34638661430989465
130,8,8,1,1,512,512,1,1024,1,0.21421289775191216,1,128,1,RS,32,False,False,True,512,128,True,17,1,29,2048,1,35,1024,5,14,0.21838025714285716,1,False,0.012579022286200732,True,0.22254761653380217
